speaker,person_id,wikidata,name2use
uk.org.publicwhip/lord/101091,uk.org.publicwhip/person/25032,Q2435579,Tina Wendy Stowell
uk.org.publicwhip/lord/100126,uk.org.publicwhip/person/13256,Q2442481,Tony Christopher
uk.org.publicwhip/lord/100255,uk.org.publicwhip/person/13572,Q2442570,Anthony Greaves
uk.org.publicwhip/lord/100601,uk.org.publicwhip/person/13654,Q247911,Trevor Smith
uk.org.publicwhip/lord/100225,uk.org.publicwhip/person/13308,Q2508787,Valerian Freyberg
uk.org.publicwhip/lord/100304,uk.org.publicwhip/person/13078,Q2508844,Valerie Howarth
uk.org.publicwhip/lord/100373,uk.org.publicwhip/person/13648,Q2517444,Veronica Linklater
uk.org.publicwhip/lord/100005,uk.org.publicwhip/person/13369,Q2522180,Victor Adebowale
uk.org.publicwhip/lord/100011,uk.org.publicwhip/person/13104,Q2539282,Waheed Alli
uk.org.publicwhip/lord/100934,uk.org.publicwhip/person/13878,Q2542530,Wallace Browne
uk.org.publicwhip/lord/101078,uk.org.publicwhip/person/25023,Q254392,Andrew Simon Feldman
uk.org.publicwhip/lord/101131,uk.org.publicwhip/person/25069,Q255795,William Nigel Stock 
uk.org.publicwhip/lord/101118,uk.org.publicwhip/person/10341,Q256225,Oona King / Oona Tamsyn King
uk.org.publicwhip/lord/101050,uk.org.publicwhip/person/24999,Q2571021,Robert Wilfrid Stevenson
uk.org.publicwhip/lord/100057,uk.org.publicwhip/person/13236,Q2578068,William Blease
uk.org.publicwhip/lord/100068,uk.org.publicwhip/person/13028,Q2578108,William Bradshaw
uk.org.publicwhip/lord/100072,uk.org.publicwhip/person/13638,Q2578113,Bill Brett
uk.org.publicwhip/lord/100192,uk.org.publicwhip/person/13232,Q2578649,Robert Elliott
uk.org.publicwhip/lord/100246,uk.org.publicwhip/person/12921,Q2579330,William Goodhart
uk.org.publicwhip/lord/100392,uk.org.publicwhip/person/13562,Q2579916,William McCarthy
uk.org.publicwhip/lord/100802,uk.org.publicwhip/person/13057,Q2579939,William McKenzie
uk.org.publicwhip/lord/100659,uk.org.publicwhip/person/13263,Q2580921,William Wade
uk.org.publicwhip/lord/100800,uk.org.publicwhip/person/13055,Q260272,Julia Neuberger
uk.org.publicwhip/lord/101223,uk.org.publicwhip/person/25248,Q2618302,Stuart Alan Ransom Rose
uk.org.publicwhip/lord/100831,uk.org.publicwhip/person/13174,Q262551,George Henry Cassidy 
uk.org.publicwhip/lord/100901,uk.org.publicwhip/person/13174,Q262551,George Henry Cassidy 
uk.org.publicwhip/lord/100102,uk.org.publicwhip/person/13679,Q2636648,Alan Campbell
uk.org.publicwhip/lord/101191,uk.org.publicwhip/person/25211,Q2636847,Alan Gregory Clayton Smith 
uk.org.publicwhip/lord/100674,uk.org.publicwhip/person/12900,Q2636867,Alan Watson
uk.org.publicwhip/lord/100043,uk.org.publicwhip/person/13506,Q2641831,Alex Bernstein
uk.org.publicwhip/lord/101139,uk.org.publicwhip/person/25177,Q26419,Justin Portal Welby 
uk.org.publicwhip/lord/101159,uk.org.publicwhip/person/25177,Q26419,Justin Portal Welby 
uk.org.publicwhip/lord/101143,uk.org.publicwhip/person/25162,Q2643160,Alexander John Trees
uk.org.publicwhip/lord/100180,uk.org.publicwhip/person/13000,Q2644901,Alf Dubs
uk.org.publicwhip/lord/101232,uk.org.publicwhip/person/25259,Q2647251,Alison Margaret Wolf
uk.org.publicwhip/lord/101087,uk.org.publicwhip/person/25030,Q2647262,Alistair Basil Cooke Lexden
uk.org.publicwhip/lord/100365,uk.org.publicwhip/person/13376,Q266408,Richard Layard
uk.org.publicwhip/lord/101101,uk.org.publicwhip/person/25044,Q267537,Stewart Martin Wood
uk.org.publicwhip/lord/100139,uk.org.publicwhip/person/13556,Q267783,Paul Condon
uk.org.publicwhip/lord/100328,uk.org.publicwhip/person/13348,Q270648,Phyllis James
uk.org.publicwhip/lord/100618,uk.org.publicwhip/person/13630,Q277051,Andrew Stone
uk.org.publicwhip/lord/100603,uk.org.publicwhip/person/13326,Q277054,Peter Smith
uk.org.publicwhip/lord/100138,uk.org.publicwhip/person/13550,Q278146,Anthony Colwyn
uk.org.publicwhip/lord/100548,uk.org.publicwhip/person/13336,Q2790799,Eric Roll
uk.org.publicwhip/lord/100311,uk.org.publicwhip/person/13350,Q279314,Doug Hoyle
uk.org.publicwhip/lord/100933,uk.org.publicwhip/person/13882,Q286484,David Rowe-Beddoe
uk.org.publicwhip/lord/100985,uk.org.publicwhip/person/14144,Q286937,David Charles James 
uk.org.publicwhip/lord/100715,uk.org.publicwhip/person/13260,Q2883936,Barbara Castle
uk.org.publicwhip/lord/101032,uk.org.publicwhip/person/10471,Q296597,Ian Paisley / Ian Richard Kyle Bannside
uk.org.publicwhip/lord/100929,uk.org.publicwhip/person/13877,Q29732,Margaret Jones
uk.org.publicwhip/lord/100764,uk.org.publicwhip/person/13534,Q2982596,Michael Cowdrey
uk.org.publicwhip/lord/100981,uk.org.publicwhip/person/10412,Q310046,Peter Mandelson
uk.org.publicwhip/member/1423,uk.org.publicwhip/person/10574,Q311278,Jack Straw
uk.org.publicwhip/lord/100939,uk.org.publicwhip/person/13884,Q3121,Geoffrey Dear
uk.org.publicwhip/lord/100834,uk.org.publicwhip/person/13171,Q317258,Neil Kinnock
uk.org.publicwhip/lord/100335,uk.org.publicwhip/person/12864,Q323488,Roy Jenkins
uk.org.publicwhip/lord/100589,uk.org.publicwhip/person/13191,Q3247,Allen Sheppard
uk.org.publicwhip/lord/101057,uk.org.publicwhip/person/10290,Q325381,Michael Howard
uk.org.publicwhip/lord/100688,uk.org.publicwhip/person/12953,Q325417,Gareth Williams
uk.org.publicwhip/lord/101157,uk.org.publicwhip/person/25174,Q328102,Matthew White Ridley
uk.org.publicwhip/lord/100585,uk.org.publicwhip/person/13187,Q3285,Michael Shaw
uk.org.publicwhip/lord/100979,uk.org.publicwhip/person/14136,Q328624,Robert Haldane Smith
uk.org.publicwhip/lord/100288,uk.org.publicwhip/person/10276,Q332314,Michael Heseltine
uk.org.publicwhip/lord/100306,uk.org.publicwhip/person/13076,Q332323,Geoffrey Howe
uk.org.publicwhip/lord/101042,uk.org.publicwhip/person/10488,Q332393,John Prescott / John Leslie Prescott
uk.org.publicwhip/lord/100360,uk.org.publicwhip/person/13193,Q332546,Norman Lamont
uk.org.publicwhip/lord/101029,uk.org.publicwhip/person/10303,Q332562,John Hutton / John Matthew Patrick Hutton
uk.org.publicwhip/lord/100997,uk.org.publicwhip/person/10420,Q332576,Michael Martin / Michael John Martin
uk.org.publicwhip/lord/101067,uk.org.publicwhip/person/10071,Q332587,Des Browne / Desmond Henry Browne
uk.org.publicwhip/lord/100292,uk.org.publicwhip/person/13227,Q332595,John Hobhouse
uk.org.publicwhip/lord/100080,uk.org.publicwhip/person/13610,Q332607,Leon Brittan
uk.org.publicwhip/lord/100639,uk.org.publicwhip/person/12969,Q332630,George Thomson
uk.org.publicwhip/lord/101036,uk.org.publicwhip/person/10014,Q332660,NA Armstong / Hilary Armstrong / Hilary Jane Armstrong
uk.org.publicwhip/lord/101030,uk.org.publicwhip/person/10052,Q332667,Paul Boateng / Paul Yaw Boateng
uk.org.publicwhip/lord/100046,uk.org.publicwhip/person/13509,Q332691,John Biffen
uk.org.publicwhip/lord/100862,uk.org.publicwhip/person/10058,Q332696,Virginia Bottomley
uk.org.publicwhip/lord/100844,uk.org.publicwhip/person/10584,Q332843,Ann Taylor
uk.org.publicwhip/lord/100224,uk.org.publicwhip/person/13307,Q332859,Roger Freeman
uk.org.publicwhip/lord/100661,uk.org.publicwhip/person/13115,Q332864,William Waldegrave
uk.org.publicwhip/lord/100853,uk.org.publicwhip/person/10255,Q332870,Archie Hamilton / Archibald Hamilton
uk.org.publicwhip/lord/100339,uk.org.publicwhip/person/12866,Q332875,Michael Jopling
uk.org.publicwhip/lord/100153,uk.org.publicwhip/person/13095,Q332902,Roger Crickhowell
uk.org.publicwhip/lord/100222,uk.org.publicwhip/person/10212,Q332919,Norman Fowler
uk.org.publicwhip/lord/100398,uk.org.publicwhip/person/10386,Q332940,John MacGregor
uk.org.publicwhip/lord/101074,uk.org.publicwhip/person/10010,Q332962,Michael Ancram / Michael Andrew Foster Jude Kerr 
uk.org.publicwhip/lord/101085,uk.org.publicwhip/person/11783,Q332968,Susan Kramer / Susan Veronica Kramer
uk.org.publicwhip/lord/101080,uk.org.publicwhip/person/10134,Q332973,Patrick Cormack / Patrick Thomas Cormack
uk.org.publicwhip/lord/101020,uk.org.publicwhip/person/10413,Q333007,John Maples / John Cradock Maples
uk.org.publicwhip/lord/101039,uk.org.publicwhip/person/10641,Q333020,Phil Willis / George Philip Willis
uk.org.publicwhip/lord/100363,uk.org.publicwhip/person/13382,Q333030,Ian Lang
uk.org.publicwhip/lord/100308,uk.org.publicwhip/person/13074,Q333046,David Howell
uk.org.publicwhip/lord/100542,uk.org.publicwhip/person/10504,Q333056,George Robertson
uk.org.publicwhip/lord/100856,uk.org.publicwhip/person/10536,Q333058,Gillian Shephard
uk.org.publicwhip/lord/100022,uk.org.publicwhip/person/10015,Q333066,Paddy Ashdown
uk.org.publicwhip/lord/100455,uk.org.publicwhip/person/13708,Q333068,Antony Newton
uk.org.publicwhip/lord/100037,uk.org.publicwhip/person/13523,Q333079,Joel Barnett
uk.org.publicwhip/lord/100477,uk.org.publicwhip/person/13162,Q333085,David Owen
uk.org.publicwhip/lord/100705,uk.org.publicwhip/person/13029,Q333145,George Younger
uk.org.publicwhip/lord/100686,uk.org.publicwhip/person/12959,Q333250,Shirley Williams
uk.org.publicwhip/lord/100545,uk.org.publicwhip/person/13327,Q333259,Bill Rodgers
uk.org.publicwhip/lord/100866,uk.org.publicwhip/person/10547,Q333264,Chris Smith
uk.org.publicwhip/lord/100536,uk.org.publicwhip/person/13281,Q333309,Ivor Richard
uk.org.publicwhip/lord/100348,uk.org.publicwhip/person/10342,Q333312,Tom King
uk.org.publicwhip/lord/100847,uk.org.publicwhip/person/10445,Q333326,Estelle Morris
uk.org.publicwhip/lord/100237,uk.org.publicwhip/person/13064,Q333362,Ian Gilmour
uk.org.publicwhip/lord/100032,uk.org.publicwhip/person/13528,Q333390,Kenneth Baker
uk.org.publicwhip/lord/100128,uk.org.publicwhip/person/10108,Q333397,David Clark
uk.org.publicwhip/lord/100863,uk.org.publicwhip/person/10424,Q333410,Brian Mawhinney
uk.org.publicwhip/lord/100512,uk.org.publicwhip/person/13693,Q333412,James Prior
uk.org.publicwhip/lord/100289,uk.org.publicwhip/person/13340,Q333439,Terence Higgins
uk.org.publicwhip/lord/101061,uk.org.publicwhip/person/10501,Q333461,John Reid
uk.org.publicwhip/lord/101040,uk.org.publicwhip/person/10160,Q333474,Quentin Davies / John Quentin Davies
uk.org.publicwhip/lord/100417,uk.org.publicwhip/person/12901,Q333512,Richard Marsh
uk.org.publicwhip/lord/100131,uk.org.publicwhip/person/13518,Q333554,Stanley Clinton-Davis
uk.org.publicwhip/lord/100563,uk.org.publicwhip/person/13624,Q333578,Norman St John
uk.org.publicwhip/lord/100857,uk.org.publicwhip/person/10025,Q333584,Tony Banks / Tony Stratford
uk.org.publicwhip/lord/101108,uk.org.publicwhip/person/10635,Q333600,Dafydd Wigley / Dafydd Wynne Wigley
uk.org.publicwhip/lord/100023,uk.org.publicwhip/person/12882,Q333607,Jack Ashley
uk.org.publicwhip/lord/101127,uk.org.publicwhip/person/14101,Q333630,Nicol Stephen / Nicol Ross Stephen
uk.org.publicwhip/lord/101015,uk.org.publicwhip/person/10249,Q333635,John Gummer / John Selwyn Deben
uk.org.publicwhip/lord/100302,uk.org.publicwhip/person/13080,Q333639,Hugh Hooson
uk.org.publicwhip/lord/100283,uk.org.publicwhip/person/13498,Q333645,Bernard Hayhoe
uk.org.publicwhip/lord/100215,uk.org.publicwhip/person/13465,Q333646,Gerard Fitt
uk.org.publicwhip/lord/100055,uk.org.publicwhip/person/13238,Q333650,Peter Blaker
uk.org.publicwhip/lord/100743,uk.org.publicwhip/person/13089,Q333652,Cledwyn Cledwyn
uk.org.publicwhip/lord/100175,uk.org.publicwhip/person/13664,Q333656,Don Dixon
uk.org.publicwhip/lord/100533,uk.org.publicwhip/person/13278,Q333685,David Renton
uk.org.publicwhip/lord/100208,uk.org.publicwhip/person/10196,Q333689,Ronnie Fearn
uk.org.publicwhip/lord/100282,uk.org.publicwhip/person/13497,Q333692,Roy Hattersley
uk.org.publicwhip/lord/100420,uk.org.publicwhip/person/13551,Q333700,Roy Mason
uk.org.publicwhip/lord/100626,uk.org.publicwhip/person/13208,Q333706,Dick Taverne
uk.org.publicwhip/lord/100855,uk.org.publicwhip/person/10325,Q333721,Nigel Jones
uk.org.publicwhip/lord/100062,uk.org.publicwhip/person/10054,Q333722,Betty Boothroyd
uk.org.publicwhip/lord/100554,uk.org.publicwhip/person/13590,Q333754,David Russell-Johnston
uk.org.publicwhip/lord/100579,uk.org.publicwhip/person/13182,Q333795,James Selkirk
uk.org.publicwhip/lord/100966,uk.org.publicwhip/person/13940,Q333807,James Robert Wallace
uk.org.publicwhip/lord/100190,uk.org.publicwhip/person/13234,Q333841,Dafydd Elis-Thomas
uk.org.publicwhip/lord/100608,uk.org.publicwhip/person/13337,Q333847,David Steel
uk.org.publicwhip/lord/100664,uk.org.publicwhip/person/13110,Q333858,Peter Walker
uk.org.publicwhip/lord/100378,uk.org.publicwhip/person/10365,Q333882,Richard Livsey
uk.org.publicwhip/lord/100110,uk.org.publicwhip/person/13018,Q333896,Robert Carr
uk.org.publicwhip/lord/100386,uk.org.publicwhip/person/13300,Q333905,Richard Luce
uk.org.publicwhip/lord/100316,uk.org.publicwhip/person/13355,Q333909,David Hunt
uk.org.publicwhip/lord/100194,uk.org.publicwhip/person/13230,Q333924,Dafydd Elystan-Morgan
uk.org.publicwhip/lord/100443,uk.org.publicwhip/person/10446,Q333932,John Morris
uk.org.publicwhip/lord/100345,uk.org.publicwhip/person/10589,Q333991,John Taylor / John Kilclooney
uk.org.publicwhip/lord/100198,uk.org.publicwhip/person/13242,Q334048,John Evans
uk.org.publicwhip/lord/100457,uk.org.publicwhip/person/13706,Q334097,Emma Nicholson
uk.org.publicwhip/lord/101046,uk.org.publicwhip/person/10360,Q334128,Helen Liddell / Helen Lawrie Liddell
uk.org.publicwhip/lord/100423,uk.org.publicwhip/person/13626,Q334163,Patrick Mayhew
uk.org.publicwhip/lord/101044,uk.org.publicwhip/person/10642,Q334209,Michael Wills / Michael David Wills
uk.org.publicwhip/lord/100930,uk.org.publicwhip/person/10059,Q334213,Keith Bradley
uk.org.publicwhip/lord/100082,uk.org.publicwhip/person/10067,Q334257,NA Brooks / Peter Brooke
uk.org.publicwhip/lord/100871,uk.org.publicwhip/person/10234,Q334258,Alastair Goodlad
uk.org.publicwhip/lord/101027,uk.org.publicwhip/person/10600,Q334278,Don Touhig / James Donnelly Touhig
uk.org.publicwhip/lord/100660,uk.org.publicwhip/person/13114,Q334298,John Wakeham
uk.org.publicwhip/lord/100654,uk.org.publicwhip/person/13268,Q334327,Eric Varley
uk.org.publicwhip/lord/101034,uk.org.publicwhip/person/10384,Q334333,John McFall / John Francis McFall
uk.org.publicwhip/lord/100851,uk.org.publicwhip/person/10599,Q334348,Jenny Tonge
uk.org.publicwhip/lord/100219,uk.org.publicwhip/person/13473,Q334357,Michael Forsyth
uk.org.publicwhip/lord/101018,uk.org.publicwhip/person/11027,Q334359,Jim Knight / James Philip Knight
uk.org.publicwhip/lord/101060,uk.org.publicwhip/person/10590,Q334363,Matthew Taylor / Matthew Owen John Taylor
uk.org.publicwhip/lord/100869,uk.org.publicwhip/person/10011,Q334411,Donald Anderson
uk.org.publicwhip/lord/100870,uk.org.publicwhip/person/10135,Q334443,Jean Corston
uk.org.publicwhip/lord/101065,uk.org.publicwhip/person/10007,Q334455,Richard Allan / Richard Beecroft Allan
uk.org.publicwhip/lord/101053,uk.org.publicwhip/person/10056,Q334491,Tim Boswell / Timothy Eric Boswell
uk.org.publicwhip/lord/100867,uk.org.publicwhip/person/10003,Q334498,Irene Adams
uk.org.publicwhip/lord/100907,uk.org.publicwhip/person/10136,Q334520,Brian Cotter
uk.org.publicwhip/lord/100658,uk.org.publicwhip/person/13264,Q334565,David Waddington
uk.org.publicwhip/lord/100165,uk.org.publicwhip/person/13394,Q334578,Paul Dean
uk.org.publicwhip/lord/100541,uk.org.publicwhip/person/13331,Q334627,Wyn Roberts
uk.org.publicwhip/lord/100858,uk.org.publicwhip/person/10374,Q334638,Nicholas Lyell
uk.org.publicwhip/lord/101100,uk.org.publicwhip/person/10370,Q334642,Michael Lord / Michael Nicholson Lord Framlingham
uk.org.publicwhip/lord/101043,uk.org.publicwhip/person/10560,Q334646,Michael Spicer / William Michael Hardy Spicer
uk.org.publicwhip/lord/100111,uk.org.publicwhip/person/13019,Q335038,Peter Carrington
uk.org.publicwhip/lord/100364,uk.org.publicwhip/person/22053,Q335078,Nigel Lawson
uk.org.publicwhip/lord/100184,uk.org.publicwhip/person/12996,Q335125,Tom Wright 
uk.org.publicwhip/lord/100637,uk.org.publicwhip/person/12971,Q335150,Hugh Thomas
uk.org.publicwhip/lord/100531,uk.org.publicwhip/person/12970,Q335189,Colin Renfrew
uk.org.publicwhip/lord/100876,uk.org.publicwhip/person/13323,Q335213,Martin Rees
uk.org.publicwhip/lord/100598,uk.org.publicwhip/person/13463,Q335331,Robert Skidelsky
uk.org.publicwhip/lord/100026,uk.org.publicwhip/person/12877,Q335356,John Astor
uk.org.publicwhip/lord/100211,uk.org.publicwhip/person/13469,Q335389,Robert Ferrers
uk.org.publicwhip/lord/100066,uk.org.publicwhip/person/12983,Q335407,Michael Boyce
uk.org.publicwhip/lord/100168,uk.org.publicwhip/person/13391,Q335420,William Deedes
uk.org.publicwhip/lord/100970,uk.org.publicwhip/person/14125,Q335441,Nicholas Herbert Stern
uk.org.publicwhip/lord/101134,uk.org.publicwhip/person/25144,Q335447,John Peter Michael Scawen 
uk.org.publicwhip/lord/100711,uk.org.publicwhip/person/13669,Q335458,George Carey / George Carey 
uk.org.publicwhip/lord/100106,uk.org.publicwhip/person/13669,Q335458,George Carey / George Carey 
uk.org.publicwhip/lord/100514,uk.org.publicwhip/person/13699,Q335507,David Puttnam
uk.org.publicwhip/lord/100266,uk.org.publicwhip/person/13420,Q335517,Charles Guthrie
uk.org.publicwhip/lord/100021,uk.org.publicwhip/person/12884,Q335530,Michael Ashcroft
uk.org.publicwhip/lord/100655,uk.org.publicwhip/person/13267,Q335538,Richard Vincent
uk.org.publicwhip/lord/100087,uk.org.publicwhip/person/13609,Q335556,John Browne
uk.org.publicwhip/lord/100621,uk.org.publicwhip/person/13203,Q335576,Tom Strathclyde
uk.org.publicwhip/lord/100049,uk.org.publicwhip/person/13502,Q335586,John Birt
uk.org.publicwhip/lord/100817,uk.org.publicwhip/person/12839,Q335601,David Triesman
uk.org.publicwhip/lord/101144,uk.org.publicwhip/person/25163,Q335605,Beeban Tania Kidron
uk.org.publicwhip/lord/100070,uk.org.publicwhip/person/13636,Q335631,Edwin Bramall
uk.org.publicwhip/lord/100986,uk.org.publicwhip/person/14145,Q335681,Evan Mervyn Davies
uk.org.publicwhip/lord/100013,uk.org.publicwhip/person/13102,Q335698,Valerie Amos
uk.org.publicwhip/lord/100784,uk.org.publicwhip/person/13201,Q335720,Greville Howard
uk.org.publicwhip/lord/100267,uk.org.publicwhip/person/13421,Q335740,John Habgood
uk.org.publicwhip/lord/100434,uk.org.publicwhip/person/13288,Q335747,Hector Monro
uk.org.publicwhip/lord/100827,uk.org.publicwhip/person/13444,Q335759,Frances D'Souza
uk.org.publicwhip/lord/101148,uk.org.publicwhip/person/13444,Q335759,Frances D'Souza
uk.org.publicwhip/lord/100695,uk.org.publicwhip/person/13620,Q335760,Robert Winston
uk.org.publicwhip/lord/100941,uk.org.publicwhip/person/13886,Q335785,Michael Jay
uk.org.publicwhip/lord/100826,uk.org.publicwhip/person/13443,Q335803,John Kerr
uk.org.publicwhip/lord/100936,uk.org.publicwhip/person/13879,Q335830,Ann Butler-Sloss
uk.org.publicwhip/lord/100483,uk.org.publicwhip/person/12947,Q335835,Bhikhu Parekh
uk.org.publicwhip/lord/100149,uk.org.publicwhip/person/13599,Q335844,Janric Craigavon
uk.org.publicwhip/lord/100172,uk.org.publicwhip/person/13661,Q335848,Meghnad Desai
uk.org.publicwhip/lord/101064,uk.org.publicwhip/person/25005,Q335858,Ian Warwick Blair
uk.org.publicwhip/lord/100241,uk.org.publicwhip/person/12920,Q335873,Robin Glentoran
uk.org.publicwhip/lord/101073,uk.org.publicwhip/person/25017,Q335910,Stephen Keith Green
uk.org.publicwhip/lord/100086,uk.org.publicwhip/person/13608,Q335911,Michael Brougham and Vaux
uk.org.publicwhip/lord/100323,uk.org.publicwhip/person/13487,Q335917,Peter Inge
uk.org.publicwhip/lord/100525,uk.org.publicwhip/person/13033,Q335919,Nicolas Rea
uk.org.publicwhip/lord/100039,uk.org.publicwhip/person/13511,Q335923,Timothy Beaumont
uk.org.publicwhip/lord/100738,uk.org.publicwhip/person/13680,Q335926,Janet Young
uk.org.publicwhip/lord/101011,uk.org.publicwhip/person/24970,Q335934,Nathanael Ming-Yan Wei
uk.org.publicwhip/lord/100500,uk.org.publicwhip/person/12943,Q335951,Nicholas Phillips
uk.org.publicwhip/lord/100629,uk.org.publicwhip/person/13195,Q336011,Norman Tebbit
uk.org.publicwhip/lord/101095,uk.org.publicwhip/person/25038,Q336018,Julian Alexander Fellowes
uk.org.publicwhip/lord/101102,uk.org.publicwhip/person/25042,Q336064,Reginal Norman Morgan Empey
uk.org.publicwhip/lord/100960,uk.org.publicwhip/person/13932,Q336080,Ara Warkes Darzi
uk.org.publicwhip/lord/100472,uk.org.publicwhip/person/13167,Q336089,Onora O'Neill
uk.org.publicwhip/lord/100864,uk.org.publicwhip/person/10110,Q336111,Lynda Clark
uk.org.publicwhip/lord/100788,uk.org.publicwhip/person/12845,Q336112,Peter Truscott
uk.org.publicwhip/lord/100337,uk.org.publicwhip/person/12862,Q336118,Joel Joffe
uk.org.publicwhip/lord/100301,uk.org.publicwhip/person/13081,Q336121,Gloria Hooper
uk.org.publicwhip/lord/100850,uk.org.publicwhip/person/10101,Q336133,David Chidgey
uk.org.publicwhip/lord/100804,uk.org.publicwhip/person/13051,Q336134,Hugh Dykes
uk.org.publicwhip/lord/100521,uk.org.publicwhip/person/13037,Q336149,Patricia Rawlings
uk.org.publicwhip/lord/100331,uk.org.publicwhip/person/12860,Q336162,Margaret Jay
uk.org.publicwhip/lord/100257,uk.org.publicwhip/person/13574,Q336163,Susan Greenfield
uk.org.publicwhip/lord/100703,uk.org.publicwhip/person/13023,Q336171,David Young
uk.org.publicwhip/lord/100042,uk.org.publicwhip/person/13505,Q336179,Tony Berkeley
uk.org.publicwhip/lord/100689,uk.org.publicwhip/person/13617,Q336194,David Williamson
uk.org.publicwhip/lord/100649,uk.org.publicwhip/person/13536,Q336205,Christopher Tugendhat
uk.org.publicwhip/lord/100955,uk.org.publicwhip/person/13929,Q336213,Mark Malloch-Brown
uk.org.publicwhip/lord/100873,uk.org.publicwhip/person/10146,Q336214,Jack Cunningham
uk.org.publicwhip/lord/100193,uk.org.publicwhip/person/13233,Q336219,Rodney Elton
uk.org.publicwhip/lord/100553,uk.org.publicwhip/person/13593,Q336220,Conrad Russell
uk.org.publicwhip/lord/101000,uk.org.publicwhip/person/24696,Q336223,Alastair Aberdare
uk.org.publicwhip/lord/100205,uk.org.publicwhip/person/12849,Q336232,Lucius Falkland
uk.org.publicwhip/lord/100828,uk.org.publicwhip/person/13452,Q336236,Janet Royall
uk.org.publicwhip/lord/100436,uk.org.publicwhip/person/13290,Q336243,Edward Montagu
uk.org.publicwhip/lord/100003,uk.org.publicwhip/person/13375,Q336249,Richard Acton
uk.org.publicwhip/lord/100492,uk.org.publicwhip/person/13601,Q336255,William Peel
uk.org.publicwhip/lord/100210,uk.org.publicwhip/person/13470,Q336261,Robert Fellowes
uk.org.publicwhip/lord/101112,uk.org.publicwhip/person/25047,Q336274,Rachael Heyhoe Flint
uk.org.publicwhip/lord/100147,uk.org.publicwhip/person/13559,Q336283,Caroline Cox
uk.org.publicwhip/lord/100959,uk.org.publicwhip/person/13559,Q336283,Caroline Cox
uk.org.publicwhip/lord/100666,uk.org.publicwhip/person/13112,Q336362,William Wallace
uk.org.publicwhip/lord/101107,uk.org.publicwhip/person/25050,Q336366,Francis Richard Dannatt
uk.org.publicwhip/lord/100914,uk.org.publicwhip/person/13727,Q336385,William Morris
uk.org.publicwhip/lord/100007,uk.org.publicwhip/person/13371,Q336390,John Alderdice
uk.org.publicwhip/lord/100422,uk.org.publicwhip/person/13549,Q336397,Robert May
uk.org.publicwhip/lord/100506,uk.org.publicwhip/person/13429,Q336398,Charles Plumb
uk.org.publicwhip/lord/100526,uk.org.publicwhip/person/13032,Q336403,Hugh Reay
uk.org.publicwhip/lord/100047,uk.org.publicwhip/person/13510,Q336408,Angela Billingham
uk.org.publicwhip/lord/100006,uk.org.publicwhip/person/13370,Q336420,Nazir Ahmed
uk.org.publicwhip/lord/100387,uk.org.publicwhip/person/13299,Q336425,Sarah Ludford
uk.org.publicwhip/lord/100920,uk.org.publicwhip/person/13732,Q336427,Robin Teverson
uk.org.publicwhip/lord/100324,uk.org.publicwhip/person/13490,Q336430,Richard Inglewood
uk.org.publicwhip/lord/100050,uk.org.publicwhip/person/13711,Q336444,Conrad Black
uk.org.publicwhip/lord/100998,uk.org.publicwhip/person/24694,Q336451,Nuala Patricia O'Loan
uk.org.publicwhip/lord/100961,uk.org.publicwhip/person/13937,Q336455,Sayeeda Hussain Warsi
uk.org.publicwhip/lord/100808,uk.org.publicwhip/person/13048,Q336460,Lola Young
