speaker,person_id,wikidata,name2use
uk.org.publicwhip/lord/100384,uk.org.publicwhip/person/13302,Q336470,Richard Chartres  / Richard John Carew Chartres
uk.org.publicwhip/lord/100352,uk.org.publicwhip/person/13218,Q336472,Christopher Kingsland
uk.org.publicwhip/lord/100401,uk.org.publicwhip/person/13122,Q336480,James Mackay
uk.org.publicwhip/lord/100484,uk.org.publicwhip/person/12948,Q336490,Daphne Park
uk.org.publicwhip/lord/100783,uk.org.publicwhip/person/13545,Q336492,Ruth Henig
uk.org.publicwhip/lord/100213,uk.org.publicwhip/person/13471,Q336501,Ilora Finlay
uk.org.publicwhip/lord/100952,uk.org.publicwhip/person/13924,Q336513,John Krebs
uk.org.publicwhip/lord/100528,uk.org.publicwhip/person/13292,Q336515,Peter Rees
uk.org.publicwhip/lord/100996,uk.org.publicwhip/person/24692,Q336520,Alan Michael Sugar
uk.org.publicwhip/lord/101114,uk.org.publicwhip/person/25063,Q336521,Mair Eluned Morgan
uk.org.publicwhip/lord/101024,uk.org.publicwhip/person/24984,Q336526,Michael James German
uk.org.publicwhip/lord/100424,uk.org.publicwhip/person/13555,Q336534,Merlyn Merlyn-Rees
uk.org.publicwhip/lord/100994,uk.org.publicwhip/person/24690,Q336537,Glenys Elizabeth Kinnock
uk.org.publicwhip/lord/101007,uk.org.publicwhip/person/24707,Q336543,Carys Davina Grey-Thompson
uk.org.publicwhip/lord/100900,uk.org.publicwhip/person/13714,Q336564,John Tucker Mugabi Sentamu  / John Sentamu
uk.org.publicwhip/lord/100277,uk.org.publicwhip/person/13133,Q336592,Philip Harris
uk.org.publicwhip/lord/100134,uk.org.publicwhip/person/13513,Q336598,Francis Cockfield
uk.org.publicwhip/lord/100566,uk.org.publicwhip/person/12942,Q336617,Flora Saltoun
uk.org.publicwhip/lord/100739,uk.org.publicwhip/person/13681,Q336683,Michael Young
uk.org.publicwhip/lord/100186,uk.org.publicwhip/person/12998,Q336709,John Eatwell
uk.org.publicwhip/lord/100641,uk.org.publicwhip/person/13544,Q336714,Francis Tombs
uk.org.publicwhip/lord/101083,uk.org.publicwhip/person/25029,Q336760,Fiona Sara Shackleton
uk.org.publicwhip/lord/100999,uk.org.publicwhip/person/24695,Q336766,Jonathan Henry Sacks
uk.org.publicwhip/lord/100557,uk.org.publicwhip/person/13589,Q336777,Maurice Saatchi
uk.org.publicwhip/lord/100628,uk.org.publicwhip/person/13194,Q336790,John Taylor
uk.org.publicwhip/lord/101153,uk.org.publicwhip/person/13194,Q336790,John Taylor
uk.org.publicwhip/lord/100109,uk.org.publicwhip/person/13670,Q336791,Elizabeth Carnegy
uk.org.publicwhip/lord/100226,uk.org.publicwhip/person/13309,Q336799,Len Fyfe
uk.org.publicwhip/lord/100185,uk.org.publicwhip/person/12995,Q336825,Robert Eames
uk.org.publicwhip/lord/100115,uk.org.publicwhip/person/13015,Q336837,Alun Chalfont
uk.org.publicwhip/lord/100543,uk.org.publicwhip/person/13333,Q336850,Michael James Nazir-Ali 
uk.org.publicwhip/lord/100509,uk.org.publicwhip/person/12913,Q336858,Kenneth Stevenson 
uk.org.publicwhip/lord/100076,uk.org.publicwhip/person/13642,Q336863,Asa Briggs
uk.org.publicwhip/lord/100909,uk.org.publicwhip/person/13721,Q336866,John Burnett
uk.org.publicwhip/lord/100069,uk.org.publicwhip/person/13034,Q336881,Melvyn Bragg
uk.org.publicwhip/lord/100540,uk.org.publicwhip/person/13332,Q336883,Brian Rix
uk.org.publicwhip/lord/100182,uk.org.publicwhip/person/13002,Q336896,Lydia Dunn
uk.org.publicwhip/lord/100444,uk.org.publicwhip/person/13039,Q336911,Alf Morris
uk.org.publicwhip/lord/100121,uk.org.publicwhip/person/13253,Q336912,Peter Robert Forster 
uk.org.publicwhip/lord/100671,uk.org.publicwhip/person/12895,Q336921,Helen Warnock
uk.org.publicwhip/lord/100270,uk.org.publicwhip/person/13140,Q336960,David Hannay
uk.org.publicwhip/lord/100779,uk.org.publicwhip/person/13294,Q337020,Paul Drayson
uk.org.publicwhip/lord/100358,uk.org.publicwhip/person/13667,Q337030,John Laird
uk.org.publicwhip/lord/100517,uk.org.publicwhip/person/13698,Q337043,Randolph Quirk
uk.org.publicwhip/lord/100694,uk.org.publicwhip/person/13621,Q337047,David Windlesham
uk.org.publicwhip/lord/100482,uk.org.publicwhip/person/12946,Q337054,Peter Palumbo
uk.org.publicwhip/lord/100490,uk.org.publicwhip/person/13603,Q337063,Swraj Paul
uk.org.publicwhip/lord/100714,uk.org.publicwhip/person/13259,Q337070,Richard Carver
uk.org.publicwhip/lord/100442,uk.org.publicwhip/person/13045,Q337075,Sally Morgan
uk.org.publicwhip/lord/100350,uk.org.publicwhip/person/13631,Q337081,Tarsem King
uk.org.publicwhip/lord/100984,uk.org.publicwhip/person/14143,Q337098,David Phillip Pannick
uk.org.publicwhip/lord/100029,uk.org.publicwhip/person/12876,Q337106,Eric Avebury
uk.org.publicwhip/lord/100203,uk.org.publicwhip/person/12851,Q337117,Charlie Falconer
uk.org.publicwhip/lord/100325,uk.org.publicwhip/person/13489,Q337121,Derry Irvine
uk.org.publicwhip/lord/100083,uk.org.publicwhip/person/13613,Q337142,Alan Brookeborough
uk.org.publicwhip/lord/100344,uk.org.publicwhip/person/12994,Q337151,Helena Kennedy
uk.org.publicwhip/lord/100839,uk.org.publicwhip/person/13178,Q337156,Andrew Adonis
uk.org.publicwhip/lord/100355,uk.org.publicwhip/person/13213,Q337162,Joan Knight
uk.org.publicwhip/lord/100191,uk.org.publicwhip/person/13696,Q337169,Diana Elles
uk.org.publicwhip/lord/100317,uk.org.publicwhip/person/13356,Q337375,Douglas Hurd
uk.org.publicwhip/lord/100276,uk.org.publicwhip/person/13134,Q3418261,Ralph Harris
uk.org.publicwhip/lord/100875,uk.org.publicwhip/person/13320,Q346975,Adair Turner
uk.org.publicwhip/lord/100488,uk.org.publicwhip/person/12937,Q350603,Adam Patel
uk.org.publicwhip/lord/100921,uk.org.publicwhip/person/13734,Q3647,Mohamed Sheikh
uk.org.publicwhip/lord/100481,uk.org.publicwhip/person/12945,Q373796,Adrian Palmer
uk.org.publicwhip/lord/100088,uk.org.publicwhip/person/13604,Q374470,Nicholas Browne-Wilkinson
uk.org.publicwhip/lord/100677,uk.org.publicwhip/person/12897,Q374490,Bill Wedderburn
uk.org.publicwhip/lord/100942,uk.org.publicwhip/person/12897,Q374490,Bill Wedderburn
uk.org.publicwhip/lord/100681,uk.org.publicwhip/person/12958,Q377139,Larry Whitty
uk.org.publicwhip/lord/100790,uk.org.publicwhip/person/13481,Q378126,Richard Rosser
uk.org.publicwhip/lord/101189,uk.org.publicwhip/person/25209,Q3915820,Richard Andrew Balfe
uk.org.publicwhip/lord/101155,uk.org.publicwhip/person/25173,Q4014567,John Alfred Stoddard Nash
uk.org.publicwhip/lord/101072,uk.org.publicwhip/person/25016,Q404117,Sheila Clare Hollins
uk.org.publicwhip/lord/100418,uk.org.publicwhip/person/12910,Q404455,Colin Marshall
uk.org.publicwhip/lord/101006,uk.org.publicwhip/person/24704,Q412629,Ajay Kumar Kakkar
uk.org.publicwhip/lord/101104,uk.org.publicwhip/person/25051,Q427001,Stanley Fink
uk.org.publicwhip/lord/100366,uk.org.publicwhip/person/13379,Q431792,David Lea
uk.org.publicwhip/lord/100813,uk.org.publicwhip/person/12835,Q432430,Irvine Laidlaw
uk.org.publicwhip/lord/100594,uk.org.publicwhip/person/13461,Q4360966,Jocelyn Simon
uk.org.publicwhip/lord/100330,uk.org.publicwhip/person/12859,Q4454578,Charles Jauncey
uk.org.publicwhip/lord/100461,uk.org.publicwhip/person/13440,Q4454604,Michael Nolan
uk.org.publicwhip/lord/100259,uk.org.publicwhip/person/13560,Q459236,Ambrose Greenway
uk.org.publicwhip/lord/100051,uk.org.publicwhip/person/13707,Q4706365,Alan Chesters 
uk.org.publicwhip/lord/100141,uk.org.publicwhip/person/12869,Q4714103,Victor Cooke
uk.org.publicwhip/lord/100045,uk.org.publicwhip/person/13508,Q471977,Amirali Bhatia
uk.org.publicwhip/lord/101229,uk.org.publicwhip/person/25254,Q4757166,Andrew Fleming Green
uk.org.publicwhip/lord/101196,uk.org.publicwhip/person/25216,Q4772053,Anthony Paul Bamford
uk.org.publicwhip/lord/100615,uk.org.publicwhip/person/13388,Q4773528,Anthony Stodart
uk.org.publicwhip/lord/100737,uk.org.publicwhip/person/13683,Q4795302,Arnold Weinstock
uk.org.publicwhip/lord/101227,uk.org.publicwhip/person/25252,Q4859019,Barbara Lilian Janke
uk.org.publicwhip/lord/100079,uk.org.publicwhip/person/13643,Q4864685,Barry Rogerson 
uk.org.publicwhip/lord/100682,uk.org.publicwhip/person/12955,Q4867275,Basil Wigoder
uk.org.publicwhip/lord/100733,uk.org.publicwhip/person/13687,Q4877193,Bea Serota
uk.org.publicwhip/lord/100105,uk.org.publicwhip/person/13672,Q49615,Rowan Douglas Williams / Rowan Williams 
uk.org.publicwhip/lord/101156,uk.org.publicwhip/person/13672,Q49615,Rowan Douglas Williams / Rowan Williams 
uk.org.publicwhip/lord/100773,uk.org.publicwhip/person/13250,Q4964673,Robert McConnell
uk.org.publicwhip/lord/100751,uk.org.publicwhip/person/13360,Q4964811,Brian Morris
uk.org.publicwhip/lord/101185,uk.org.publicwhip/person/25204,Q4964977,Brian Leonard Paddick
uk.org.publicwhip/lord/100778,uk.org.publicwhip/person/13293,Q501790,Timothy Garden
uk.org.publicwhip/lord/100273,uk.org.publicwhip/person/13137,Q505043,Andrew Hardie
uk.org.publicwhip/lord/100953,uk.org.publicwhip/person/13925,Q506192,Andrew Mawson
uk.org.publicwhip/lord/100399,uk.org.publicwhip/person/12892,Q506257,Andrew McIntosh
uk.org.publicwhip/lord/100499,uk.org.publicwhip/person/13594,Q506708,Andrew Phillips
uk.org.publicwhip/lord/101195,uk.org.publicwhip/person/25215,Q5075079,Charles Lamb Allen
uk.org.publicwhip/lord/100720,uk.org.publicwhip/person/13411,Q5078718,Charles Hambro
uk.org.publicwhip/lord/100620,uk.org.publicwhip/person/13202,Q5092338,Jean Strange
uk.org.publicwhip/lord/101188,uk.org.publicwhip/person/25208,Q5106906,Christopher Holmes
uk.org.publicwhip/lord/101183,uk.org.publicwhip/person/25202,Q5111059,Christine Mary Humphreys
uk.org.publicwhip/lord/101231,uk.org.publicwhip/person/25258,Q5112092,Christopher Thomas James Chessun 
uk.org.publicwhip/lord/100560,uk.org.publicwhip/person/12940,Q5112531,Christopher William Herbert 
uk.org.publicwhip/lord/100412,uk.org.publicwhip/person/12906,Q5112837,Christopher Mayfield 
uk.org.publicwhip/lord/100146,uk.org.publicwhip/person/13585,Q5144881,Colin James Bennetts 
uk.org.publicwhip/lord/100990,uk.org.publicwhip/person/24687,Q520881,Stephen George Platten 
uk.org.publicwhip/lord/101182,uk.org.publicwhip/person/25201,Q5217138,Daniel William Finkelstein
uk.org.publicwhip/lord/100242,uk.org.publicwhip/person/12917,Q5231324,David Bentley 
uk.org.publicwhip/lord/100709,uk.org.publicwhip/person/13020,Q5239891,David James Smith 
uk.org.publicwhip/lord/100112,uk.org.publicwhip/person/13016,Q5257146,Denis Carter
uk.org.publicwhip/lord/100679,uk.org.publicwhip/person/12887,Q5262246,John Whaddon
uk.org.publicwhip/lord/101214,uk.org.publicwhip/person/25239,Q5274223,Diana Mary Harding
uk.org.publicwhip/lord/100388,uk.org.publicwhip/person/13159,Q528985,Arthur Luke
uk.org.publicwhip/lord/101199,uk.org.publicwhip/person/25221,Q5293964,Donald Spargo Allister 
uk.org.publicwhip/lord/100089,uk.org.publicwhip/person/13605,Q5294081,Donald Bruce
uk.org.publicwhip/lord/101172,uk.org.publicwhip/person/25193,Q5297667,Doreen Delceita Lawrence
uk.org.publicwhip/lord/101048,uk.org.publicwhip/person/10072,Q532347,Angela Browning / Angela Frances Browning
uk.org.publicwhip/lord/100278,uk.org.publicwhip/person/13148,Q532732,Angela Harris
uk.org.publicwhip/lord/100056,uk.org.publicwhip/person/13237,Q5372071,Emily Blatch
uk.org.publicwhip/lord/100161,uk.org.publicwhip/person/13398,Q537661,Davina Darcy de Knayth
uk.org.publicwhip/lord/100878,uk.org.publicwhip/person/13315,Q542793,Jo Valentine
uk.org.publicwhip/lord/101197,uk.org.publicwhip/person/13998,Q544742,Annabel Goldie / Annabel MacNicoll Goldie
uk.org.publicwhip/lord/100227,uk.org.publicwhip/person/13310,Q549702,Anita Gale
uk.org.publicwhip/lord/101209,uk.org.publicwhip/person/25234,Q5517148,Gail Rebuck
uk.org.publicwhip/lord/100480,uk.org.publicwhip/person/12944,Q5542071,George Oxfuird
uk.org.publicwhip/lord/100103,uk.org.publicwhip/person/13678,Q5584953,Gordon Campbell
uk.org.publicwhip/lord/100411,uk.org.publicwhip/person/12907,Q558513,Ann Mallalieu
uk.org.publicwhip/lord/101059,uk.org.publicwhip/person/25004,Q560803,Anna Mary Healy
uk.org.publicwhip/lord/100235,uk.org.publicwhip/person/13066,Q565337,Anne Gibson
uk.org.publicwhip/lord/101117,uk.org.publicwhip/person/25064,Q565454,Anne Caroline Jenkin
uk.org.publicwhip/lord/100251,uk.org.publicwhip/person/13568,Q573298,Tony Grabiner
uk.org.publicwhip/lord/100327,uk.org.publicwhip/person/13339,Q573412,Anthony Jacobs
uk.org.publicwhip/lord/100379,uk.org.publicwhip/person/13296,Q573536,Anthony Lloyd
uk.org.publicwhip/lord/101003,uk.org.publicwhip/person/24698,Q573819,Anthony Martin Priddis 
uk.org.publicwhip/lord/100516,uk.org.publicwhip/person/13697,Q573844,Anthony Quinton
uk.org.publicwhip/lord/100968,uk.org.publicwhip/person/13942,Q573941,Anthony Russell 
uk.org.publicwhip/lord/100562,uk.org.publicwhip/person/13625,Q574015,Anthony St John
uk.org.publicwhip/lord/100275,uk.org.publicwhip/person/13135,Q576669,Toby Harris
uk.org.publicwhip/lord/101069,uk.org.publicwhip/person/25014,Q577051,John Stephen Monks
uk.org.publicwhip/lord/100464,uk.org.publicwhip/person/13435,Q577106,Francis Northbrook
uk.org.publicwhip/lord/100469,uk.org.publicwhip/person/13442,Q577128,Matthew Oakeshott
uk.org.publicwhip/lord/100567,uk.org.publicwhip/person/12941,Q577284,Michael Sandberg
uk.org.publicwhip/lord/100590,uk.org.publicwhip/person/13457,Q577347,David Sheppard
uk.org.publicwhip/lord/101022,uk.org.publicwhip/person/24987,Q58237,Floella Karen Yunie Benjamin
uk.org.publicwhip/lord/101230,uk.org.publicwhip/person/25257,Q587759,Jonathan Douglas Evans
uk.org.publicwhip/lord/100336,uk.org.publicwhip/person/12861,Q5931275,Hugh Jenkins
uk.org.publicwhip/lord/101162,uk.org.publicwhip/person/25184,Q5982061,Ian Paul Livingston
uk.org.publicwhip/lord/101169,uk.org.publicwhip/person/19579,Q5983327,Ian Wrigglesworth / Ian William Wrigglesworth
uk.org.publicwhip/lord/100805,uk.org.publicwhip/person/13052,Q608491,Alan Haworth
uk.org.publicwhip/lord/100179,uk.org.publicwhip/person/13652,Q6112148,Jack Dormand
uk.org.publicwhip/lord/100587,uk.org.publicwhip/person/13189,Q6114323,John Nicholls 
uk.org.publicwhip/lord/100975,uk.org.publicwhip/person/14133,Q613460,Elizabeth Lydia Manningham-Buller
uk.org.publicwhip/lord/101203,uk.org.publicwhip/person/25225,Q6137763,James Henry Langstaff 
uk.org.publicwhip/lord/100468,uk.org.publicwhip/person/13441,Q615765,Philip Norton
uk.org.publicwhip/lord/101194,uk.org.publicwhip/person/25214,Q6179340,Jennifer Helen Jones
uk.org.publicwhip/lord/100706,uk.org.publicwhip/person/13118,Q6198485,Jim Thompson 
uk.org.publicwhip/lord/101211,uk.org.publicwhip/person/25236,Q6205963,Joanna Shields
uk.org.publicwhip/lord/100746,uk.org.publicwhip/person/13086,Q6237911,John Harris
uk.org.publicwhip/lord/101165,uk.org.publicwhip/person/25187,Q6239851,John Rhodes Horam
uk.org.publicwhip/lord/100749,uk.org.publicwhip/person/13083,Q6246107,John MacKay
uk.org.publicwhip/lord/100287,uk.org.publicwhip/person/13494,Q6251229,John Keith Oliver 
uk.org.publicwhip/lord/100120,uk.org.publicwhip/person/13254,Q6252595,John Freeman Perry 
uk.org.publicwhip/lord/101167,uk.org.publicwhip/person/25189,Q6273883,Jonathan Neil Mendelsohn
uk.org.publicwhip/lord/100843,uk.org.publicwhip/person/10345,Q636368,Archy Kirkwood
uk.org.publicwhip/lord/101224,uk.org.publicwhip/person/25249,Q6373360,Karren Rita Brady
uk.org.publicwhip/lord/100371,uk.org.publicwhip/person/13650,Q6385089,Keith Norman Sutton 
uk.org.publicwhip/lord/100508,uk.org.publicwhip/person/12916,Q64325,Fred Ponsonby
uk.org.publicwhip/lord/100799,uk.org.publicwhip/person/10425,Q64330,John Maxton
uk.org.publicwhip/lord/100427,uk.org.publicwhip/person/13554,Q64460,Susan Miller
uk.org.publicwhip/lord/101025,uk.org.publicwhip/person/24983,Q647480,Meral Hussein-Ece
uk.org.publicwhip/lord/100685,uk.org.publicwhip/person/12962,Q650596,Rosalie Wilkins
uk.org.publicwhip/lord/101160,uk.org.publicwhip/person/25178,Q6509367,Martha Lane-Fox
uk.org.publicwhip/lord/100117,uk.org.publicwhip/person/13013,Q654846,Michael Chan
uk.org.publicwhip/lord/100814,uk.org.publicwhip/person/12842,Q655406,Robert Douglas Carswell
uk.org.publicwhip/lord/100269,uk.org.publicwhip/person/13423,Q660250,Joan Hanham
uk.org.publicwhip/lord/101221,uk.org.publicwhip/person/25246,Q662660,Michael Maurice Cashman
uk.org.publicwhip/lord/100108,uk.org.publicwhip/person/13671,Q6767006,Mark Carlisle
uk.org.publicwhip/lord/100708,uk.org.publicwhip/person/13021,Q6769585,Mark Santer 
uk.org.publicwhip/lord/100318,uk.org.publicwhip/person/13341,Q6772050,Marmaduke Hussey
uk.org.publicwhip/lord/101175,uk.org.publicwhip/person/16901,Q6790276,Matthew Carrington / Matthew Hadrian Marshall Carrington
uk.org.publicwhip/lord/100744,uk.org.publicwhip/person/13088,Q6829324,Michael Cocks
uk.org.publicwhip/lord/101174,uk.org.publicwhip/person/25195,Q6849255,Michael John Whitby
uk.org.publicwhip/lord/100776,uk.org.publicwhip/person/12889,Q6948632,Myrtle Wharton
uk.org.publicwhip/lord/101171,uk.org.publicwhip/person/25192,Q7026799,Nicholas Henry Bourne
uk.org.publicwhip/lord/101166,uk.org.publicwhip/person/25188,Q7088400,Rosalind Mary Grender
uk.org.publicwhip/lord/100234,uk.org.publicwhip/person/13067,Q7146561,Richard Gibson
uk.org.publicwhip/lord/101217,uk.org.publicwhip/person/25242,Q7153504,Paul James Scriven
uk.org.publicwhip/lord/100274,uk.org.publicwhip/person/13136,Q7174535,Peter Hardy
uk.org.publicwhip/lord/100522,uk.org.publicwhip/person/13247,Q7176544,Peter Rawlinson
uk.org.publicwhip/lord/100700,uk.org.publicwhip/person/12911,Q7176861,Peter Stephen Maurice Selby 
uk.org.publicwhip/lord/100734,uk.org.publicwhip/person/13684,Q7176922,Peter Shore
uk.org.publicwhip/lord/100136,uk.org.publicwhip/person/13515,Q723200,Janet Cohen
uk.org.publicwhip/lord/101135,uk.org.publicwhip/person/25147,Q732216,Charles Mark Townshend Colville
uk.org.publicwhip/lord/100561,uk.org.publicwhip/person/12939,Q7327368,John Hubert Richard Lewis 
uk.org.publicwhip/lord/100722,uk.org.publicwhip/person/13413,Q7345311,Robert Haslam
uk.org.publicwhip/lord/100142,uk.org.publicwhip/person/12872,Q7352331,Robin Cooke
uk.org.publicwhip/lord/100173,uk.org.publicwhip/person/13662,Q735639,Navnit Dholakia
uk.org.publicwhip/lord/100025,uk.org.publicwhip/person/12880,Q739556,William Astor
uk.org.publicwhip/lord/100861,uk.org.publicwhip/person/10438,Q74329,Lewis Moonie / George Moonie
uk.org.publicwhip/lord/100757,uk.org.publicwhip/person/13366,Q743424,Noel Annan
uk.org.publicwhip/lord/100428,uk.org.publicwhip/person/13546,Q74352,Doreen Miller
uk.org.publicwhip/lord/100622,uk.org.publicwhip/person/13204,Q745894,Stewart Sutherland
uk.org.publicwhip/lord/100973,uk.org.publicwhip/person/14130,Q74990,John Frederick Mogg
uk.org.publicwhip/lord/100097,uk.org.publicwhip/person/13345,Q758509,Aubrey Buxton
uk.org.publicwhip/lord/100195,uk.org.publicwhip/person/13231,Q758985,Audrey Emerton
uk.org.publicwhip/lord/100002,uk.org.publicwhip/person/13374,Q759126,Desmond Ackner
uk.org.publicwhip/lord/100425,uk.org.publicwhip/person/13632,Q759136,Robert Methuen
uk.org.publicwhip/lord/101206,uk.org.publicwhip/person/25231,Q7608939,Stephen David Conway 
uk.org.publicwhip/lord/101202,uk.org.publicwhip/person/25224,Q7608959,Stephen Geoffrey Cottrell  / Stephen 
uk.org.publicwhip/lord/101184,uk.org.publicwhip/person/25203,Q7610517,Stephen Ashley Sherbourne
uk.org.publicwhip/lord/101170,uk.org.publicwhip/person/25191,Q7614592,Steven John Lindsey Croft 
uk.org.publicwhip/lord/100303,uk.org.publicwhip/person/13079,Q764939,James Hope
uk.org.publicwhip/lord/100948,uk.org.publicwhip/person/13919,Q765138,Charles Cathcart
uk.org.publicwhip/lord/100160,uk.org.publicwhip/person/13399,Q76959,Ralf Dahrendorf
uk.org.publicwhip/lord/100931,uk.org.publicwhip/person/13399,Q76959,Ralf Dahrendorf
uk.org.publicwhip/lord/101063,uk.org.publicwhip/person/10296,Q775059,Beverley Hughes / Beverley June Hughes
uk.org.publicwhip/lord/100416,uk.org.publicwhip/person/12902,Q780188,Mark Marlesford
uk.org.publicwhip/lord/100971,uk.org.publicwhip/person/14127,Q780817,John William Hind 
uk.org.publicwhip/lord/100061,uk.org.publicwhip/person/12982,Q7814996,Thomas Boardman
uk.org.publicwhip/lord/100919,uk.org.publicwhip/person/13731,Q785236,Edmund Crisp
uk.org.publicwhip/lord/100431,uk.org.publicwhip/person/13283,Q7926162,Victor Mishcon
uk.org.publicwhip/lord/100495,uk.org.publicwhip/person/13598,Q7965822,Walter Perry
uk.org.publicwhip/lord/100127,uk.org.publicwhip/person/13255,Q8006825,William Clark
uk.org.publicwhip/lord/101235,uk.org.publicwhip/person/13799,Q8011049,William Hay / William Alexander Hay
uk.org.publicwhip/lord/101187,uk.org.publicwhip/person/25206,Q8021554,William Haughey
uk.org.publicwhip/lord/101005,uk.org.publicwhip/person/24705,Q80390,Anthony William Hall
uk.org.publicwhip/lord/101168,uk.org.publicwhip/person/25190,Q8064673,Zahida Parveen Manzoor
uk.org.publicwhip/lord/100704,uk.org.publicwhip/person/13030,Q807703,Barbara Young
uk.org.publicwhip/lord/100338,uk.org.publicwhip/person/10317,Q809053,Barry Jones
uk.org.publicwhip/lord/100209,uk.org.publicwhip/person/12855,Q810021,Basil Feldman
uk.org.publicwhip/lord/101105,uk.org.publicwhip/person/25052,Q816608,Benjamin Russell Mackintosh Stoneham
uk.org.publicwhip/lord/100413,uk.org.publicwhip/person/12905,Q817609,Benjamin Mancroft
uk.org.publicwhip/lord/101045,uk.org.publicwhip/person/24995,Q82213,Dolar Amarshi Popat
uk.org.publicwhip/lord/100178,uk.org.publicwhip/person/13651,Q822384,Bernard Donoughue
uk.org.publicwhip/lord/101082,uk.org.publicwhip/person/25021,Q822672,Bernard Francisco Ribeiro
uk.org.publicwhip/lord/100676,uk.org.publicwhip/person/12898,Q822768,Bernard Weatherill
uk.org.publicwhip/lord/100333,uk.org.publicwhip/person/12858,Q82278,George Jellicoe
uk.org.publicwhip/lord/100170,uk.org.publicwhip/person/13659,Q828433,Bertram Denham
uk.org.publicwhip/lord/100505,uk.org.publicwhip/person/13426,Q829284,Beryl Platt
uk.org.publicwhip/lord/100678,uk.org.publicwhip/person/12888,Q84842,George Weidenfeld
uk.org.publicwhip/lord/100382,uk.org.publicwhip/person/13132,Q850375,Betty Lockwood
uk.org.publicwhip/lord/100077,uk.org.publicwhip/person/13641,Q868283,John Brightman
uk.org.publicwhip/lord/100217,uk.org.publicwhip/person/13467,Q912174,Brian Flowers
uk.org.publicwhip/lord/100263,uk.org.publicwhip/person/13417,Q912275,Brian Griffiths
uk.org.publicwhip/lord/100320,uk.org.publicwhip/person/13486,Q912381,Brian Hutton
uk.org.publicwhip/lord/100404,uk.org.publicwhip/person/13125,Q912608,Brian Mackenzie
uk.org.publicwhip/lord/100347,uk.org.publicwhip/person/12991,Q918902,Marcus Kimball
uk.org.publicwhip/lord/101205,uk.org.publicwhip/person/25229,Q922004,David Julian Richards
uk.org.publicwhip/lord/100004,uk.org.publicwhip/person/13368,Q934801,Dominic Addington
uk.org.publicwhip/lord/100441,uk.org.publicwhip/person/13044,Q93657,Kenneth Morgan
uk.org.publicwhip/lord/100653,uk.org.publicwhip/person/13273,Q936742,Nicholas Ullswater
uk.org.publicwhip/lord/100797,uk.org.publicwhip/person/13480,Q93806,Delyth Morgan
uk.org.publicwhip/lord/101149,uk.org.publicwhip/person/13480,Q93806,Delyth Morgan
uk.org.publicwhip/lord/100935,uk.org.publicwhip/person/13881,Q949084,Karan Bilimoria
uk.org.publicwhip/lord/100801,uk.org.publicwhip/person/13056,Q954374,Edward Ballyedmond
uk.org.publicwhip/lord/100374,uk.org.publicwhip/person/13645,Q959345,David Lipsey
uk.org.publicwhip/lord/100310,uk.org.publicwhip/person/13349,Q962656,William Howie
uk.org.publicwhip/lord/101201,uk.org.publicwhip/person/25223,Q965182,Christopher Richard James Foster 
uk.org.publicwhip/lord/100305,uk.org.publicwhip/person/13077,Q977967,Frederick Howe
uk.org.publicwhip/lord/100264,uk.org.publicwhip/person/10247,Q991654,Bruce Grocott
uk.org.publicwhip/lord/100946,uk.org.publicwhip/person/13890,Q992668,Michael Walker
uk.org.publicwhip/lord/100164,uk.org.publicwhip/person/13395,Q994984,Bryan Davies
uk.org.publicwhip/lord/101124,uk.org.publicwhip/person/25059,Q995315,Bryony Katherine Worthington
uk.org.publicwhip/lord/100494,uk.org.publicwhip/person/13009,Q995702,Pauline Perry
